PRODUTO;REFERENCIA;P_LIQ;QTD_STOCK;GAMA;FAMILIA;SUB-FAMILIA;MARCA;EAN;DETALHES;IMAGEM_IMPORTADA;ETIQUETA_ENERGETICA;MANUAL_INSTRUCOES;ESQUEMA_TECNICO
MAQUINA LAVAR LOUÇA BOSCH SMS-68-NI-09-E;26128;522.41;2;MAQUINAS LOUÇA;MAQUINAS LAVAR LOUÇA;MAQUINAS LAVAR LOUÇA INOX;BOSCH | LINHA BRANCA;4242005167227;"Capacidade:13 Talheres
<br>Nº de Programas:8 
<br>Classe Energética:A++ 
<br>Eficiência Secagem:A 
<br>Consumo de Água:6,5 Lts
<br>Cor:Inox 
<br>Características:Sistema hidráulico ActiveWater
<br>Assistente de dosagem
<br>AquaSensor, Sensor de carga
<br>4 funções especiais: PowerZone, VarioSpeed Plus, HigienePlus e ExtraSecagem
<br>Programa para limpeza da cuba com luz lembrete
<br>Identificação automática do tipo de detergente
<br>Regeneração eletrónica
<br>Indicador de tempo residual
<br>Programação diferida até 24 h
<br>Indicação de falta de sal e abrilhantador
<br>Cesto superior regulável em altura com Rackmatic
<br>AquaStop com garantia vitalícia 
<br>Dimensões (AxLxP): 845x600x600 mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026128.jpg;;;
MAQUINA LAVAR LOUÇA BOSCH SMS-46-NW-01-E;26129;417.74;2;MAQUINAS LOUÇA;MAQUINAS LAVAR LOUÇA;MAQUINAS LAVAR LOUÇA BRANCAS;BOSCH | LINHA BRANCA;4242005167210;"Série 4
<br>6 programas
<br>13 talheres
<br>Gaveta Vario
<br>Vario Speed Plus
<br>Visor digital
<br>Extra secagem
<br>Programa curto 1h 65ºC, copos 40ºC, limpeza cuba
<br>Nível sonoro: 46 dB
<br>Capacidade: 7,5 L
<br>Cestos Vario Flex
<br>Cor: Branco
<br>Classe energética: A++<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026129.jpg;;;
MAQUINA LAVAR LOUÇA BOSCH SMS-46-LI-04-E;26130;440.03;2;MAQUINAS LOUÇA;MAQUINAS LAVAR LOUÇA;MAQUINAS LAVAR LOUÇA INOX;BOSCH | LINHA BRANCA;4242005147373;"Série 4
<br>6 programas
<br>13 talheres
<br>Gaveta Vario
<br>Vario Speed Plus
<br>Visor digital
<br>Higiene Plus
<br>Extra secagem
<br>Programa curto 1h 65ºC, copos 40ºC, limpeza cuba
<br>Nível sonoro: 46 dB
<br>Capacidade: 7,5 L
<br>Cestos Vario Flex
<br>Cor: Inox
<br>Classe energética: A++<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026130.jpg;;;
MAQUINA LAVAR LOUÇA BOSCH SMS-46-LW-00-E;26131;339.23;4;MAQUINAS LOUÇA;MAQUINAS LAVAR LOUÇA;MAQUINAS LAVAR LOUÇA BRANCAS;BOSCH | LINHA BRANCA;4242005147380;"Capacidade para 13 serviços padrão
<br>Consumo de energia/água no Programa Eco 50: 262 kWh /2100 l por ano
<br>Consumo de energia/água no Programa Eco 50: 0.94 kWh / 7.5 l
<br>Classe de eficiência de secagem: A
<br>Nível de ruído: 46 dB (re 1 pW) 
<br>6 Programme: Intensivo 70 °C, Auto 45-65 °C, Eco 50 °C, Copos 40 °C, Curto 1h 65 °C, TurboSpeed 20 min. 60 ºC
<br>2 Funções Especiais: VarioSpeedPlus, ExtraSecagem
<br>Programa para limpeza da cuba, com luz lembrete 
<br>Sistema hidráulico ActiveWater
<br>Assistente de dosagem
<br>AquaSensor, Sensor de carga
<br>Identificação automática do tipo de detergente
<br>Regeneração eletrónica
<br>Sistema de filtragem com autolimpeza tripartido
<br>Indicador de tempo residual
<br>Programação diferida até 24 horas
<br>Indicação de falta de sal e abrilhantador 
<br>VarioFlex
<br>3º nível de carga com gaveta Vario
<br>Cesto superior regulável em altura com Rackmatic 
<br>AquaStop com garantia vitalícia contra danos
<br>provocados por eventuais fugas de água
<br>Bloqueio do painel de comandos
<br>Sistema GlassProtec
<br>Classe de Eficiência Energética: A++
<br>Dimensões (AxLxP) 845x600x600 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026131.jpg;;;
MAQUINA LAVAR LOUÇA BOSCH SMS-25-AI-02-E;26132;317.91;5;MAQUINAS LOUÇA;MAQUINAS LAVAR LOUÇA;MAQUINAS LAVAR LOUÇA INOX;BOSCH | LINHA BRANCA;4242002975511;"Capacidade para 12 serviços padrão
<br>Consumo de energia/água no Programa Eco 50: 258 kWh / 2660 l por ano
<br>Consumo de energia/água no Programa Eco 50: 0,9 kWh / 9.5 l
<br>Classe de eficiência de secagem: A
<br>Nível de ruído: 46 dB (re 1 pW) 
<br>5 programas: Intensivo 70 °C, Auto 45-65 °C, Eco 50 °C, Curto 1h 65 °C, Copos 40 °C
<br>2 Funções Especiais: VarioSpeedPlus, ExtraSeco 
<br>Sistema hidráulico ActiveWater
<br>Assistente de dosagem
<br>AquaSensor, Sensor de carga
<br>Identificação automática do tipo de detergente
<br>Regeneração eletrónica
<br>Filtro auto-limpante tripartido
<br>Display com textos
<br>Programação diferida até 24 horas
<br>Indicação eletrónica de falta de sal e abrilhantador
<br>Vario
<br>Cesto superior regulável em altura
<br>Suportes rebatíveis no cesto inferior (2x) 
<br>AquaStop com garantia vitalícia contra danos
<br>provocados por eventuais fugas de água
<br>Sistema GlassProtec
<br>Classe de Eficiência Energética: A++
<br>Dimensões (AxLxP): 845x600x600 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026132.jpg;;;
MAQUINA LAVAR LOUÇA BOSCH SMS-25-AW-02-E;26133;286.9;3;MAQUINAS LOUÇA;MAQUINAS LAVAR LOUÇA;MAQUINAS LAVAR LOUÇA BRANCAS;BOSCH | LINHA BRANCA;4242002967677;"Capacidade para 12 serviços padrão
<br>Consumo de energia/água no Programa Eco 50: 258 kWh / 2660 l por ano
<br>Consumo de energia/água no Programa Eco 50: 0,9 kWh / 9.5 l
<br>Classe de eficiência de secagem: A
<br>Nível de ruído: 46 dB (re 1 pW) 
<br>5 programas: Intensivo 70 °C, Auto 45-65 °C, Eco 50 °C, Curto 1h 65 °C, Copos 40 °C
<br>2 Funções Especiais: VarioSpeedPlus, ExtraSeco 
<br>Sistema hidráulico ActiveWater
<br>Assistente de dosagem
<br>AquaSensor, Sensor de carga
<br>Identificação automática do tipo de detergente
<br>Regeneração eletrónica
<br>Filtro auto-limpante tripartido
<br>Display com textos
<br>Programação diferida até 24 horas
<br>Indicação eletrónica de falta de sal e abrilhantador
<br>Vario
<br>Cesto superior regulável em altura
<br>Suportes rebatíveis no cesto inferior (2x) 
<br>AquaStop com garantia vitalícia contra danos
<br>provocados por eventuais fugas de água
<br>Sistema GlassProtec
<br>Classe de Eficiência Energética: A++
<br>Dimensões (AxLxP): 845x600x600 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026133.jpg;;;
MAQUINA LAVAR LOUÇA BOSCH SMS-25-AW-07-E;26134;262.67;(5+);MAQUINAS LOUÇA;MAQUINAS LAVAR LOUÇA;MAQUINAS LAVAR LOUÇA BRANCAS;BOSCH | LINHA BRANCA;4242005175741;"Capacidade para 12 serviços padrão
<br>Consumo de energia/água no Programa Eco 50: 290 kWh / 3300 l por ano
<br>Consumo de energia/água no Programa Eco 50: 1.02 kWh / 11.7 l
<br>Classe de eficiência de secagem: A
<br>Nível de ruído: 48 dB (re 1 pW)
<br>5 programas: Intensivo 70 °C, Auto 45-65 °C, Eco 50 °C, Curto 1h 65 °C, Pré-lavagem
<br>1 Função Especial: VarioSpeed
<br>Sistema hidráulico ActiveWater
<br>Assistente de dosagem
<br>AquaSensor, Sensor de carga
<br>Identificação automática do tipo de detergente
<br>Regeneração eletrónica
<br>Filtro auto-limpante tripartido
<br>Display com textos
<br>Programação diferida até 24 horas
<br>Indicação eletrónica de falta de “sal“ e “abrilhantador“
<br>Vario
<br>Cesto superior regulável em altura
<br>Suportes rebatíveis no cesto inferior (2x)
<br>AquaStop com garantia vitalícia contra danos
<br>provocados por eventuais fugas de água
<br>Sistema GlassProtec
<br>Classe de Eficiência Energética: A+
<br>Dimensões (AxLxP): 845x600x600 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026134.jpg;;;
MAQUINA LAVAR LOUÇA BOSCH SMV-25-DX-04-E;26135;385.61;2;ENCASTRE;MAQUINAS LAVAR LOUÇA ENCASTRE;MAQUINAS LAVAR LOUÇA ENCASTRE TOTAL;BOSCH | LINHA BRANCA;4242005138654;"13 talheres
<br>Eficiência energética: A++
<br>Dimensões (AxLxP): 815x598x550 mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026135.jpg;;;
COMBINADO BOSCH KGN-56-HI-3-P;26542;1070.78;0;FRIO;COMBINADOS;COMBINADOS 190-199CM;BOSCH | LINHA BRANCA;4242005064731;"Capacidade bruta/útil total: 559/505 litros
<br>Capacidade de congelação: 18 kg/24 horas
<br>Cor. inox
<br>Classe energética:  A++ 
<br>Dimensões (AxLxP): 1930x700x800 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026542.jpg;;;
FRIGORIFICO BOSCH KDN-42-VI-20;26544;PRICE_LIQ_95779;0;FRIO;FRIGORIFICOS 2 PORTAS;FRIGORIFICOS 2P 170-179CM;BOSCH | LINHA BRANCA;4242002705019;"Capacidade: 357 Litros
<br>Capacidade Refrigerador: 254 Litros
<br>Capacidade Congelador: 78 Litros
<br>Tecnologia: No Frost 
<br>Consumo: 303 kWh/ano
<br>Capacidade de Congelação: 8 Kg/24h
<br>Autonomia:14 horas
<br>Regulação electrónica da temperatura, através de visor de LED´s para o congelador 
<br>Regulação manual do frigorífico
<br>Iluminação interior por LED´s no compartimento de refrigeração
<br>Sistema multifrio laminar
<br>3 prateleiras vidro das quais 1 prateleira extensível e 1 ajustável em altura
<br>Suporte para garrafas
<br>3 prateleiras na porta
<br>1 CrisperBox: gaveta para legumes com regulação de humidade
<br>Compartimento Chiller
<br>Super congelação com desligar automático 
<br>Cor: Portas em aço inoxidável anti manchas 
<br>Classe Energética:A+ 
<br>Dimensões (AxLxP): 1710x700x620 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026544.jpg;;;
MAQUINA LAVAR ROUPA BOSCH WAT-24661-ES;26769;412.42;3;MAQUINAS ROUPA;MAQUINAS LAVAR ROUPA;MAQUINAS LAVAR ROUPA 8KG;BOSCH | LINHA BRANCA;4242005067237;"8 kg
<br>1200 rpm
<br>A+++-30%
<br>Branca<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026769.jpg;;;
PLACA BOSCH PXV-975-DV-1-E;26925;841.25;2;ENCASTRE;PLACAS INDUÇAO;PLACAS INDUÇAO 90CM;BOSCH | LINHA BRANCA;4242002944340;"Design da caixa: Interno
<br>Tipo de boca: Indução
<br>Tipo de superfície: Vitrocerâmica
<br>Número de bocas/zonas de cozinhar: 5
<br>Visor incorporado	
<br>Boca regular/zona de cozinhar: 3300 W
<br>Tamanho da área de cozedura/boca normal (LxP)	400 x 230 mm
<br>Boca extra larga de alta velocidade/ zona de cozinhar: 3300 W
<br>Boca extra larga de grande velocidade/Diâmetro da zona de cozinhar: 32 cm
<br>Tipo de estrutura: Guarnição dianteira e traseira
<br>Cor da estrutura: Preto
<br>Número de níveis de potência: 17
<br>Função de potência extra	
<br>Número de placas de cozimento usadas simultaneamente: 5
<br>Tipo de controlo: Toque
<br>Temporizador
<br>Tipo de temporizador: Digital
<br>Posição de controlo: Frente
<br>Indicador de calor residual
<br>Temporizador permite cozinhar em segurança
<br>Protecção para crianças
<br>Deteção de panelas
<br>Potência (elétrica ): 11000 W
<br>Interruptor ligar/desligar
<br>Largura de compartimento de instalação	88 cm
<br>Profundidade do compartimento de instalação (mín.): 49 cm
<br>Profundidade do compartimento de instalação (máx.): 50 cm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026925.jpg;;;
PLACA BOSCH PVS-651-FC-5-E;26926;334.78;4;ENCASTRE;PLACAS INDUÇAO;PLACAS INDUÇAO 60CM;BOSCH | LINHA BRANCA;4242005088751;"4 zonas de indução 
<br>CombiZone
<br>Controlo DirectSelect
<br>Visor digital 
<br>7 segmentos 
<br>17 níveis de potência
<br>Programação do tempo de cozedura para todas as zonas c/ função desligar 
<br>Função Restart 
<br>Função QuickStart 
<br>Indicação do consumo de energia no display (des/activável) 
<br>Função PowerBoost em todas as zonas
<br>2 níveis de indicadores de calor residual para cada zonas 
<br>Detecção do recipiente 
<br>Limitação da potência da placa
<br>Bloqueio de segurança para crianças. 
<br>Função Limpeza: bloqueio temporal dos comandos
<br>Nicho (AxLxP): 51x560x490 mm 
<br>Aparelho (LxP): 592x522 mm 
<br>Espessura minima da bancada: 30 mm 
<br>Potência de ligação: 6,9 kW <br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026926.jpg;;;
PLACA BOSCH PCS-7-A-5-B-90;26928;273.38;0;ENCASTRE;PLACAS A GAS;PLACAS A GAS 70CM;BOSCH | LINHA BRANCA;4242002837505;"Design da caixa Interno
<br>Tipo de boca Gás
<br>Tipo de superfície Inox
<br>Número de bocas/zonas de cozinhar 5
<br>Material de suporte de panela	Ferro fundido
<br>Boca pequena/zona de cozinhar 1000 W
<br>Forma da área de cozedura/boca reduzida Redondo
<br>Boca regular/zona de cozinhar 1750 W
<br>Forma da área de cozedura/boca normal Redondo
<br>Boca larga/zona de cozinhar 3000 W
<br>Queimador para wok	
<br>Posição do queimador para wok Esquerdo
<br>Cor da estrutura Inox
<br>Número de níveis de potência	 9
<br>Tipo de controlo rotativo
<br>Ignição electrónica
<br>Posição de controlo	Topo frontal
<br>Potência (gás) 12500 W
<br>Largura de compartimento de instalação	56 cm
<br>Profundidade do compartimento de instalação (mín.)	48 cm
<br>Profundidade do compartimento de instalação (máx.)	49 cm
<br>Altura de compartimento de instalação	4,5 cm
<br>
<br>   
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026928.jpg;;;
PLACA BOSCH PGH-6-B-5-B-90;26929;161.16;3;ENCASTRE;PLACAS A GAS;PLACAS A GAS 60CM;BOSCH | LINHA BRANCA;4242005119301;"<br>
<br>
<br>   
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026929.jpg;;;
PLACA BOSCH PGC-6-B-5-B-90;26930;146.76;0;ENCASTRE;PLACAS A GAS;PLACAS A GAS 60CM;BOSCH | LINHA BRANCA;4242005119349;"Placa a gás 60 cm
<br>3 queimadores
<br>Preparada para gás natural
<br>Grelhas em ferro fundido
<br>Dimensões (AxLxP): 45x582x520 mm
<br>
<br>   
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/026930.jpg;;;
FORNO BOSCH HBG-5780-S-0;27162;378.9;4;ENCASTRE;FORNOS;FORNOS PIROLITICOS;BOSCH | LINHA BRANCA;4242005029235;"Forno pirolítico multifunções de 60 cm
<br>10 funções
<br>Capacidade: 71 litros
<br>Cor: Inox
<br>Clase de eficiencia energética A
<br>Dimensões (AxLxP): 595x594x548 mm
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027162.jpg;;;
FORNO BOSCH CSG-636-BS-3;27163;752.04;1;ENCASTRE;FORNOS;FORNOS COMPACTOS;BOSCH | LINHA BRANCA;4242005125883;"Multifunções forno a vapor 100% 
<br>Cor:  aço inoxidável / vidro preto 
<br>Altura 45 cm - abertura da porta 
<br>12 funções   
<br>Proposta automática de temperatura 
<br>Indicação da temperatura real da cavidade
<br>Iluminação interior 1 LED
<br>Classe energética: A+ 
<br>Dimensões (AxLxP): 455x594x548 mm <br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027163.jpg;;;
FORNO BOSCH CBG-633-NS-3;27164;435.49;1;ENCASTRE;FORNOS;FORNOS COMPACTOS;BOSCH | LINHA BRANCA;4242005110803;"Forno compacto multifunções 
<br>Vidro preto com aço inoxidável
<br>Capacidade: 47 litros
<br>10 funções
<br>Classe de eficiencia energética: A+
<br>Dimensões (AxLxP): 455x594x548 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027164.jpg;;;
CHAMINE BOSCH DWB-98-PR-50;27374;566.91;1;ENCASTRE;CHAMINES;CHAMINES 90CM;BOSCH | LINHA BRANCA;4242005086542;"90 cm 
<br>5 potências de extração: 3+2 intensivos
<br>Potência máxima de extração: 843 m³/h 
<br>Classe de eficiência energética: A+<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027374.jpg;;;
EXAUSTOR BOSCH DHL-555-BL;27486;161.16;0;ENCASTRE;EXAUSTORES;EXAUSTORES INTEGRAVEIS;BOSCH | LINHA BRANCA;4242005122455;"Aspiração/Extracção:618 m3/hora
<br>Ef. fluído dinâmica:D 
<br>Ef. iluminação:A 
<br>Ef. filtragem gordura:B 
<br>Nº de Velocidades:4 
<br>Classe Energética:C 
<br>Consumo:79,8 kWh/ano
<br>Nº de Motores:2 
<br>Nº de Lâmpadas:2 x 2,15 W 
<br>Filtro:Metálico 
<br>Nível de Ruído:56 dB
<br>Cor:Metálico prateado 
<br>Características:Controlo seletor deslizante
<br>Iluminação LED
<br>Intensidade iluminação: 438 lux 
<br>Dimensões (AxLxP): 255x530x380 mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027486.jpg;;;
EXAUSTOR BOSCH DHL-755-BL;27487;180.33;0;ENCASTRE;EXAUSTORES;EXAUSTORES INTEGRAVEIS;BOSCH | LINHA BRANCA;4242005123377;"Possibilidade de funcionamento em recirculação de ar
<br>Capacidade de extração segundo norma DIN/EN 61591: no modo normal máx. 379 m³/h, no modo intensivo 638 m³/h
<br>Nível de ruído de acordo com as normas EN 60704-3 e EN 60704-2-13 em saída de ar: Máximo: 56 dB(A) re 1 pW que corresponde a 43 dB(A); Intensivo: 68 dB(A) re 1 pW que corresponde a 55 dB(A)
<br>2 motores CONFORTO:
<br>Controlo Selector deslizante
<br>3 + 1 nível intensivo
<br>Iluminação através de 2 x focos LED 2,15 W (baixa voltagem)
<br>Intensidade iluminação: 438 lux
<br>Filtro metálico com aro de aluminio lavável na máquina de lavar loiça 
<br>Classe de eficiência energética: C numa escala de classes de eficiência energética de A++ até E
<br>Consumo anual de energia: 81.2 kWh/ano
<br>Classe de eficiência de dinâmica dos fluidos: D
<br>Classe de eficiência de iluminação: A
<br>Classe de eficiência de filtragem de gorduras: B
<br>Dimensões do nicho (AxLxP): 255 x 700 x 350 mm
<br>Medidas do aparelho (AxLxP): 255 x 730 x 380 mm
<br>Medidas do aparelho em recirculação de ar (AxLxP): 255-255 x 730 x 380 mm
<br>Diâmetro das condutas Ø 150 mm ou Ø 120 mm
<br>Potência de ligação: 206 W
<br>Comprimento do cabo elétrico: 1,3 m
<br>Válvula de refluxo incluída<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027487.jpg;;;
EXAUSTOR BOSCH DRC-97-AQ-50;27488;789.45;0;ENCASTRE;EXAUSTORES;EXAUSTORES TETO;BOSCH | LINHA BRANCA;4242005103973;"Potência máxima de extracção: 760 m³/h
<br>Tipo de extracção: Recirculante
<br>Classe Eficiência Dinâmica Fluídos: A
<br>Modelo: Embutido no teto
<br>Cor da caixa: Inox
<br>Número de lâmpadas: 4 lâmpada(s)
<br>Tipo de filtro de gordura: Inox
<br>Carda ligada: 160 W
<br>Voltagem de entrada de AC: 220 - 240 V
<br>Frequência de entrada AC: 50 - 60 Hz
<br>Dimensões (LxP): 900x500 mm
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027488.jpg;;;
EXAUSTOR BOSCH DRC-99-PS-20;27489;960.2;0;ENCASTRE;EXAUSTORES;EXAUSTORES TETO;BOSCH | LINHA BRANCA;4242005133871;"Potência máxima de extracção: 640 m³/h
<br>Tipo de extracção: Conduzido/recirculante
<br>Classe Eficiência Dinâmica Fluídos: A
<br>Modelo: Embutido no teto
<br>Cor da caixa: Prateado
<br>Potência das lâmpadas: 3 W
<br>Tipo de filtro de gordura: Inox
<br>Classe de eficiência energética: A
<br>Consumo de energia anual: 42,6 kWh
<br>Carda ligada: 250 W
<br>Dimensões (LxP): 910x510 mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027489.jpg;;;
CHAMINE BOSCH DIB-97-IM-50;27490;452.76;2;ENCASTRE;CHAMINES;CHAMINES 90CM;BOSCH | LINHA BRANCA;4242005086269;"Potência máxima de extracção: 754 m³/h
<br>Tipo de extracção: Conduzido/recirculante
<br>Classe Eficiência Dinâmica Fluídos: B
<br>Modelo: Ilha
<br>Cor da caixa: Inox
<br>Material do corpo do produto: Inox
<br>Tipo de filtro de gordura: Alumínio
<br>Número de filtros: 1 peça(s)
<br>Classe de eficiência energética: B
<br>Potência do motor: 250 W
<br>Consumo de energia anual: 73,6 kWh
<br>Dimensões (AxLxP): 744x898x600 mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027490.jpg;;;
CHAMINE BOSCH DIB-97-JP-50;27491;614.87;2;ENCASTRE;CHAMINES;CHAMINES ILHA 90CM;BOSCH | LINHA BRANCA;4242005086573;"Potência máxima de extracção: 690 m³/h
<br>Tipo de extracção: Conduzido
<br>Classe Eficiência Dinâmica Fluídos: A
<br>Modelo: Ilha
<br>Cor da caixa: Inox
<br>Material do corpo do produto: Inox
<br>Tipo de filtro de gordura: Inox
<br>Classe de eficiência energética: A
<br>Consumo de energia anual: 31 kWh
<br>Carda ligada: 146 W
<br>Dimensões (LxP): 900x600 mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027491.jpg;;;
CHAMINE BOSCH DIB-98-JQ-50;27492;704.08;1;ENCASTRE;CHAMINES;CHAMINES 90CM;BOSCH | LINHA BRANCA;4242005099061;"Aspiraçao/Extracçao: 867 m3/hora
<br>Ef. fluído dinâmica: A 
<br>Ef. iluminaçao: A 
<br>Ef. filtragem gordura: B 
<br>Ns de Velocidades: 5 
<br>Classe Energética: A+ 
<br>Consumo: 31,6 kWh/ano
<br>Ns de Motores: 1 
<br>Ns de Lâmpadas: 4 x 3 W 
<br>Filtro: Metálico 
<br>Nível de Ruído: 54 dB
<br>Cor: Inox 
<br>Acessórios Incluídos: Válvula de refluxo 
<br>Dimensões (AxLxP): 744-924x898x600 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027492.jpg;;;
CHAMINE BOSCH DWK-67-CM-60;27493;360.68;1;ENCASTRE;CHAMINES;CHAMINES 60CM;BOSCH | LINHA BRANCA;4242005172931;"Potência máxima de extracção: 660 m³/h
<br>Tipo de extracção: Conduzido/recirculante
<br>Classe Eficiência Dinâmica Fluídos: A
<br>Modelo: Montado na parede
<br>Cor da caixa: Preto
<br>Potência das lâmpadas: 1,5 W
<br>Número de filtros: 2 peça(s)
<br>Número de camadas de filtro: 7 peça(s)
<br>Classe de eficiência energética: A
<br>Potência do motor: 260 W
<br>Consumo de energia anual: 52,5 kWh
<br>Dimensões (AxLxP): 988x590x499 mm
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027493.jpg;;;
CHAMINE BOSCH DWK-87-CM-60;27494;396.17;1;ENCASTRE;CHAMINES;CHAMINES 80CM;BOSCH | LINHA BRANCA;4242005172986;"Potência máxima de extracção: 680 m³/h
<br>Tipo de extracção: Conduzido/recirculante
<br>Classe Eficiência Dinâmica Fluídos: A
<br>Modelo: Montado na parede
<br>Cor da caixa: Preto
<br>Potência das lâmpadas: 1,5 W
<br>Número de filtros: 2 peça(s)
<br>Número de camadas de filtro: 7 peça(s)
<br>Classe de eficiência energética: A
<br>Potência do motor: 260 W
<br>Consumo de energia anual: 51 kWh
<br>Dimensões (AxLxP): 988x790x499 mm
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027494.jpg;;;
